ISO,Wavelength_nm,Normalized_Flux,Polarized_Flux,Degree_of_Polarization_%
1I_Oumuamua,381.328320802005,7.239189079896883e-11,7.008846366548786e-11,-3.1818855787004656
1I_Oumuamua,381.9548872180451,8.962983695342978e-11,8.678625039961581e-11,-3.172589229735455
1I_Oumuamua,382.5814536340852,1.108636182263118e-10,1.073587334819534e-10,-3.161438171000073
1I_Oumuamua,383.2080200501253,1.3699327438869799e-10,1.326800737960798e-10,-3.148476165610968
1I_Oumuamua,383.83458646616543,1.6911541658473534e-10,1.6381575531105291e-10,-3.1337540838726765
1I_Oumuamua,384.4611528822055,2.085647499072896e-10,2.0206309900712064e-10,-3.117329703633536
1I_Oumuamua,385.0877192982456,2.569640532273256e-10,2.4900004988128406e-10,-3.099267483532434
1I_Oumuamua,385.7142857142857,3.1628427100256825e-10,3.0654385942418566e-10,-3.079638310026332
1I_Oumuamua,386.3408521303258,3.8891668133128044e-10,3.7702158988612205e-10,-3.0585192191913784
1I_Oumuamua,386.96741854636593,4.77759469077152e-10,4.632547245881784e-10,-3.035993094389373
1I_Oumuamua,387.593984962406,5.863214616858365e-10,5.686605895048204e-10,-3.012148340986185
1I_Oumuamua,388.2205513784461,7.188462889948034e-10,6.973737857649761e-10,-2.9870785393986448
1I_Oumuamua,388.8471177944862,8.80460819197297e-10,8.543914125993551e-10,-2.9608820778316005
1I_Oumuamua,389.4736842105263,1.0773524153238095e-09,1.045746539428799e-09,-2.933661766146477
1I_Oumuamua,390.1002506265664,1.3169803664445142e-09,1.2787151801278647e-09,-2.9055244323767044
1I_Oumuamua,390.7268170426065,1.6083277939877619e-09,1.562062950233963e-09,-2.8765805034735825
1I_Oumuamua,391.3533834586466,1.9622014375749553e-09,1.906338669879638e-09,-2.8469435719279064
1I_Oumuamua,391.9799498746867,2.391588011152616e-09,2.3242234353626304e-09,-2.816729949968228
1I_Oumuamua,392.6065162907268,2.9120773170368813e-09,2.83094514777418e-09,-2.78605821308532
1I_Oumuamua,393.2330827067669,3.5423640448017793e-09,3.444770189007911e-09,-2.755048734674275
1I_Oumuamua,393.859649122807,4.304842200217655e-09,4.187585909058388e-09,-2.723823213620654
1I_Oumuamua,394.4862155388471,5.226308448162189e-09,5.0855898738637404e-09,-2.6925041966845966
1I_Oumuamua,395.1127819548872,6.338793359644785e-09,6.170104465448917e-09,-2.6612145975574317
1I_Oumuamua,395.7393483709273,7.680542680142508e-09,7.478538477163805e-09,-2.6300772144782267
1I_Oumuamua,396.3659147869674,9.297174344641564e-09,9.055520864386028e-09,-2.5992142483034235
1I_Oumuamua,396.9924812030075,1.1243041122176036e-08,1.095423586055044e-08,-2.5687468229209736
1I_Oumuamua,397.6190476190476,1.3582833555958464e-08,1.3237993323352148e-08,-2.538794509891077
1I_Oumuamua,398.2456140350877,1.639346336061341e-08,1.598207351903007e-08,-2.5094748591791696
1I_Oumuamua,398.8721804511278,1.976627374235819e-08,1.9275891676385933e-08,-2.480902937822797
1I_Oumuamua,399.498746867168,2.3809630329612546e-08,2.3225534650199324e-08,-2.4531908783428915
1I_Oumuamua,400.125313283208,2.8651954661609252e-08,2.7956730041593232e-08,-2.4264474386718025
1I_Oumuamua,400.7518796992481,3.444527161633529e-08,3.361831725961049e-08,-2.400777575325102
1I_Oumuamua,401.3784461152882,4.1369352916936986e-08,4.0386300417027154e-08,-2.376282031492344
1I_Oumuamua,402.0050125313283,4.963655110476282e-08,4.8468574793389946e-08,-2.353056941663315
1I_Oumuamua,402.6315789473685,5.949743229266774e-08,5.811043204555985e-08,-2.3311934543414328
1I_Oumuamua,403.2581453634085,7.124733181884856e-08,6.960096459536833e-08,-2.310777374325031
1I_Oumuamua,403.8847117794486,8.52339748353519e-08,8.32805068901786e-08,-2.2918888259603607
1I_Oumuamua,404.5112781954887,1.0186632413502052e-07,9.954927075137521e-08,-2.2746019386879497
1I_Oumuamua,405.1378446115288,1.2162484041916165e-07,1.1887735405769161e-07,-2.258984556116385
1I_Oumuamua,405.76441102756894,1.4507336603450094e-07,1.4181632683899018e-07,-2.2450979697652764
1I_Oumuamua,406.390977443609,1.728728722884692e-07,1.6901262679220146e-07,-2.232996678522376
1I_Oumuamua,407.0175438596491,2.0579734314240688e-07,2.012230276134755e-07,-2.2227281747588354
1I_Oumuamua,407.6441102756892,2.44752104768736e-07,2.393324787370892e-07,-2.214332757942055
1I_Oumuamua,408.2706766917293,2.907949515591841e-07,2.843746544820534e-07,-2.2078433764775798
1I_Oumuamua,408.89724310776944,3.45160465138051e-07,3.375555946634518e-07,-2.2032854984007497
1I_Oumuamua,409.5238095238095,4.0928797425304267e-07,4.002808678931264e-07,-2.2006770114256105
1I_Oumuamua,410.1503759398496,4.848536606078717e-07,4.74186743574892e-07,-2.2000281527433074
1I_Oumuamua,410.7769423558897,5.738073793216774e-07,5.611759195293737e-07,-2.2013414688455133
1I_Oumuamua,411.4035087719298,6.784148333436755e-07,6.634584198373106e-07,-2.2046118055305373
1I_Oumuamua,412.03007518796994,8.013058194453599e-07,7.835983524784076e-07,-2.2098263281313577
1I_Oumuamua,412.65664160401,9.455293500197208e-07,9.24567299312998e-07,-2.2169645718861744
1I_Oumuamua,413.2832080200501,1.1146165505355575e-06,1.08980520259184e-06,-2.2259985222538123
1I_Oumuamua,413.90977443609023,1.3126523378513513e-06,1.283289713203266e-06,-2.236892724858765
1I_Oumuamua,414.5363408521303,1.5443570004464531e-06,1.5096150770322591e-06,-2.2496044246343887
1I_Oumuamua,415.1629072681704,1.8151789287590887e-06,1.7740817578969891e-06,-2.264083733618183
1I_Oumuamua,415.7894736842105,2.131399883032374e-06,2.082798129356407e-06,-2.280273826740612
1I_Oumuamua,416.4160401002506,2.500254338182338e-06,2.442795714087196e-06,-2.298111164839106
1I_Oumuamua,417.04260651629073,2.9300646110365285e-06,2.8621596093592794e-06,-2.317525744021985
1I_Oumuamua,417.6691729323308,3.430393655677657e-06,3.3501759112655885e-06,-2.338441370403663
1I_Oumuamua,418.2957393483709,4.012217608376528e-06,3.917498139649876e-06,-2.360775959132938
1I_Oumuamua,418.922305764411,4.688120375504207e-06,4.576334870985669e-06,-2.384441856540771
1I_Oumuamua,419.5488721804511,5.472512786639518e-06,5.3406610086378645e-06,-2.4093461841433026
1I_Oumuamua,420.1754385964912,6.381879081536084e-06,6.226455359788684e-06,-2.4353912031500107
1I_Oumuamua,420.8020050125313,7.435053764334943e-06,7.251967446602042e-06,-2.462474698046484
1I_Oumuamua,421.4285714285714,8.653532141959834e-06,8.43801675662913e-06,-2.4904903777464296
1I_Oumuamua,422.0551378446115,1.0061818166461862e-05,9.808327934630284e-06,-2.519328292738527
1I_Oumuamua,422.6817042606516,1.1687813523526986e-05,1.1389905735420522e-05,-2.548875266591053
1I_Oumuamua,423.3082706766917,1.3563252251574863e-05,1.3213453895387473e-05,-2.5790153401207694
1I_Oumuamua,423.9348370927318,1.5724185537871898e-05,1.531384243920734e-05,-2.609630226482905
1I_Oumuamua,424.561403508772,1.821152171962341e-05,1.77306283179988e-05,-2.640599775396246
1I_Oumuamua,425.187969924812,2.107162691862989e-05,2.05086346754838e-05,-2.6718024446813624
1I_Oumuamua,425.8145363408521,2.435699215707791e-05,2.3698594459213597e-05,-2.7031157772614915
1I_Oumuamua,426.4411027568922,2.812697323829438e-05,2.735786453374004e-05,-2.7344168817539614
1I_Oumuamua,427.0676691729323,3.2448610128463775e-05,3.155121691067192e-05,-2.7655829147660853
1I_Oumuamua,427.6942355889725,3.739753304157654e-05,3.635171418529768e-05,-2.79649156300274
1I_Oumuamua,428.3208020050125,4.305896290801225e-05,4.1841676758895785e-05,-2.827021523293499
1I_Oumuamua,428.9473684210526,4.952881439451824e-05,4.81137499275669e-05,-2.857052978655503
1I_Oumuamua,429.5739348370928,5.691491013664704e-05,5.527207942932379e-05,-2.886468068523651
1I_Oumuamua,430.2005012531328,6.533831534027131e-05,6.343360455771098e-05,-2.915151351302696
1I_Oumuamua,430.82706766917295,7.49348024022202e-05,7.272947846810147e-05,-2.9429902574259468
1I_Oumuamua,431.453634085213,8.585645568633473e-05,8.330662581700011e-05,-2.969875531142454
1I_Oumuamua,432.0802005012531,9.827342706478032e-05,9.532944837955075e-05,-2.9957016592989283
1I_Oumuamua,432.7067669172933,0.0001123758532887,0.0001089816897792,-3.020367285433547
1I_Oumuamua,433.3333333333333,0.0001283759466806,0.0001244684709295,-3.0437756075565305
1I_Oumuamua,433.9598997493735,0.0001465102710338,0.0001420185082203,-3.0658347580563983
1I_Oumuamua,434.5864661654135,0.0001670422149572,0.000161886526876,-3.086458164240872
1I_Oumuamua,435.2130325814536,0.0001902646751998,0.0001843558822523,-3.105564888097528
1I_Oumuamua,435.83959899749374,0.0002165029627267,0.0002097414021197,-3.1230799439407297
1I_Oumuamua,436.4661654135338,0.0002461179444822,0.000238392463184,-3.138934592698237
1I_Oumuamua,437.092731829574,0.0002795094338482,0.000270696315213,-3.153066611682557
1I_Oumuamua,437.719298245614,0.0003171198427885,0.0003070816661523,-3.165420538788255
1I_Oumuamua,438.3458646616541,0.000359438108534,0.0003480225415096,-3.1759478901569125
1I_Oumuamua,438.97243107769424,0.0004070039074059,0.000394042431054,-3.184607350455443
1I_Oumuamua,439.5989974937343,0.0004604121679723,0.0004457187354871,-3.1913649350210327
1I_Oumuamua,440.2255639097745,0.0005203178951822,0.0005036875251942,-3.1961941232363484
1I_Oumuamua,440.8521303258145,0.0005874413163899,0.0005686486224428,-3.1990759626115683
1I_Oumuamua,441.4786967418546,0.0006625733592731,0.0006413710174535,-3.199999143164769
1I_Oumuamua,442.10526315789474,0.0007465814705278,0.0007226986276061,-3.198960041808745
1I_Oumuamua,442.7318295739348,0.0008404157828895,0.0008135564076361,-3.1959627365700696
1I_Oumuamua,443.35839598997495,0.0009451156364563,0.000914956817014,-3.1910189905845936
1I_Oumuamua,443.98496240601503,0.0010618164584697,0.001028006648757,-3.1841482059321886
1I_Oumuamua,444.6115288220551,0.0011917570036192,0.0011539142216891,-3.1753773474919145
1I_Oumuamua,445.2380952380952,0.0013362869545714,0.001293996935619,-3.1647408371164496
1I_Oumuamua,445.8646616541353,0.0014968748797635,0.0014496891860387,-3.152280418541104
1I_Oumuamua,446.49122807017545,0.001675116542541,0.0016225506317415,-3.138044993557582
1I_Oumuamua,447.11779448621553,0.0018727435524396,0.0018142748052086,-3.122090430095455
1I_Oumuamua,447.7443609022556,0.0020916323458195,0.0020266980517128,-3.104479342964525
1I_Oumuamua,448.3709273182957,0.0023338134791346,0.0022618087788321,-3.0852808481185914
1I_Oumuamua,448.9974937343358,0.0026014812138705,0.0025217569934537,-3.064570291405016
1I_Oumuamua,449.624060150376,0.0028970033676085,0.0028088640983869,-3.04242895286462
1I_Oumuamua,450.250626566416,0.0032229314007714,0.0031256329153984,-3.018943727742444
1I_Oumuamua,450.8771929824561,0.003582010703394,0.003474757895857,-2.994206785461219
1I_Oumuamua,451.5037593984962,0.0039771910407407,0.0038591354742313,-2.968315207895963
1I_Oumuamua,452.1303258145363,0.0044116371107949,0.0042818745134701,-2.9413706083693287
1I_Oumuamua,452.75689223057645,0.0048887391605742,0.0047463067848257,-2.91347873286293
1I_Oumuamua,453.3834586466165,0.005412123601924,0.0052559974180028,-2.884749045009796
1I_Oumuamua,454.0100250626566,0.0059856635609366,0.0058147552506737,-2.8552942964966093
1I_Oumuamua,454.6365914786968,0.0066134892884647,0.0064266429994477,-2.825230084561757
1I_Oumuamua,455.2631578947368,0.0072999983524076,0.0070959871673746,-2.794674398325831
1I_Oumuamua,455.88972431077696,0.0080498655255757,0.0078273875960721,-2.763747155734974
1I_Oumuamua,456.516290726817,0.008868052276056,0.0086257265636597,-2.7325697329344667
1I_Oumuamua,457.1428571428571,0.0097598157601622,0.0094961773229465,-2.7012644879194627
1I_Oumuamua,457.7694235588973,0.0107307172113276,0.0104442119678334,-2.669954280332414
1I_Oumuamua,458.3959899749373,0.011786629611762,0.0114756085097482,-2.638761989291745
1I_Oumuamua,459.0225563909775,0.0129337445274252,0.0125964570402365,-2.6078100311440644
1I_Oumuamua,459.64912280701753,0.0141785779809516,0.0138131648506623,-2.577219879032599
1I_Oumuamua,460.2756892230576,0.0155279752316896,0.0151324603754661,-2.547111586167255
1I_Oumuamua,460.90225563909775,0.0169891143270817,0.0165613958216504,-2.517603314667335
1I_Oumuamua,461.5288220551378,0.0185695082853086,0.0181073483442592,-2.4888108718259745
1I_Oumuamua,462.155388471178,0.0202770057655631,0.0197780196256601,-2.4608472556162284
1I_Oumuamua,462.781954887218,0.0221197900795853,0.0215814337155526,-2.433822211222579
1I_Oumuamua,463.4085213032581,0.0241063763963236,0.0235259329889061,-2.4078418003381987
1I_Oumuamua,464.0350877192983,0.0262456069908438,0.0256201720805617,-2.383007984918359
1I_Oumuamua,464.6616541353383,0.0285466443890401,0.0278731096581215,-2.359418227023553
1I_Oumuamua,465.28822055137846,0.0310189622613771,0.0302939978990608,-2.337165106322748
1I_Oumuamua,465.91478696741854,0.0336723339219173,0.0328923695438043,-2.3163359567579582
1I_Oumuamua,466.5413533834586,0.0365168182933714,0.0356780224038808,-2.297012523796019
1I_Oumuamua,467.1679197994988,0.0395627432049062,0.0386610012132289,-2.279270643612737
1I_Oumuamua,467.7944862155388,0.0428206858970648,0.0418515767213304,-2.263179945468476
1I_Oumuamua,468.42105263157896,0.0463014506174484,0.0452602219390921,-2.2488035784432
1I_Oumuamua,469.04761904761904,0.050016043201828,0.0488975854622737,-2.2361979636034666
1I_Oumuamua,469.6741854636591,0.0539756425481729,0.0527744618127783,-2.225412572573962
1I_Oumuamua,470.3007518796993,0.0581915689056874,0.0569017587551986,-2.216489733382625
1I_Oumuamua,470.9273182957393,0.0626752489173896,0.0612904615646224,-2.209464464341313
1I_Oumuamua,471.55388471177946,0.0674381773730276,0.0659515942417541,-2.2043643366139696
1I_Oumuamua,472.18045112781954,0.0724918756491687,0.0708961776927817,-2.2012093660116427
1I_Oumuamua,472.8070175438596,0.0778478468351203,0.0761351849140438,-2.200011934439025
1I_Oumuamua,473.43358395989975,0.0835175275668237,0.0816794932452235,-2.2007767413007957
1I_Oumuamua,474.0601503759398,0.0895122366159703,0.087539833779414,-2.203500785058471
1I_Oumuamua,474.68671679198,0.0958431203081926,0.0937267380437681,-2.208173375010162
1I_Oumuamua,475.31328320802,0.1025210948721219,0.1002504820903422,-2.2147761732469786
1I_Oumuamua,475.9398496240601,0.1095567858503043,0.1071210281630462,-2.223283266621454
1I_Oumuamua,476.56641604010025,0.1169604647331315,0.1143479641329936,-2.2336612684455184
1I_Oumuamua,477.1929824561403,0.1247419830079876,0.1219404409208871,-2.2458694495189064
1I_Oumuamua,477.81954887218046,0.13291070384744,0.1299071081510771,-2.2598598979737856
1I_Oumuamua,478.4461152882205,0.1414754316922567,0.1382560483073496,-2.275577707308252
1I_Oumuamua,479.0726817042606,0.1504443400171374,0.1469947096851783,-2.292961191870778
1I_Oumuamua,479.6992481203008,0.1598248975988753,0.1561298384587358,-2.3119421289499016
1I_Oumuamua,480.3258145363409,0.1696237936380537,0.165667410203312,-2.3324460265190665
1I_Oumuamua,480.95238095238096,0.1798468621159236,0.1756125612345971,-2.354392415585835
1I_Oumuamua,481.578947368421,0.1904990057974918,0.1859695201453703,-2.3776951659981336
1I_Oumuamua,482.2055137844611,0.2015841203197523,0.1967415399372799,-2.402262824468103
1I_Oumuamua,482.83208020050125,0.2131050188300691,0.2079308311604258,-2.4279989734869822
1I_Oumuamua,483.4586466165414,0.2250633576635828,0.2195384964861282,-2.454802609722418
1I_Oumuamua,484.0852130325815,0.2374595635698803,0.2315644671484921,-2.482568540413168
1I_Oumuamua,484.7117794486216,0.2502927630176266,0.2440074416979423,-2.511187796205523
1I_Oumuamua,485.3383458646616,0.2635607141211193,0.2568648275147263,-2.540548058811213
1I_Oumuamua,485.96491228070175,0.2772597417444888,0.2701326855323607,-2.570534101808459
1I_Oumuamua,486.5914786967419,0.2913846763471445,0.2838056786200001,-2.6010282428561826
1I_Oumuamua,487.218045112782,0.305928797137896,0.2978770240687448,-2.6319108055466653
1I_Oumuamua,487.8446115288221,0.3208837801045916,0.3123384506198631,-2.663060589084056
1I_Oumuamua,488.4711779448621,0.3362396514809583,0.3271801604628176,-2.694355343945434
1I_Oumuamua,489.0977443609023,0.3519847472024207,0.3423907966178568,-2.7256722516576986
1I_Oumuamua,489.7243107769424,0.3681056788877795,0.357957416101723,-2.756888406807312
1I_Oumuamua,490.35087719298247,0.3845873068637706,0.373865469255883,-2.7878812993912785
1I_Oumuamua,490.97744360902254,0.4014127207244907,0.3900987855945405,-2.818529295616297
1I_Oumuamua,491.6040100250626,0.4185632278875703,0.4066395665047173,-2.848712115259154
1I_Oumuamua,492.2305764411028,0.4360183505737871,0.4234683851029502,-2.8783113037149515
1I_Oumuamua,492.8571428571429,0.4537558315965941,0.4405641935226987,-2.9072106968805493
1I_Oumuamua,493.48370927318297,0.4717516493030175,0.4579043378735998,-2.935296877048793
1I_Oumuamua,494.11027568922304,0.4899800419576489,0.475464581078275,-2.962459618024305
1I_Oumuamua,494.7368421052631,0.5084135418073489,0.4932191337546769,-2.9885923177139646
1I_Oumuamua,495.36340852130326,0.5270230190060842,0.5111406932721373,-3.013592416494338
1I_Oumuamua,495.9899749373434,0.5457777355173409,0.5292004910673922,-3.037361799714157
1I_Oumuamua,496.61654135338347,0.5646454090463001,0.547368348263221,-3.059807182752188
1I_Oumuamua,497.2431077694236,0.5835922869857835,0.5656127395869791,-3.080840477119317
1I_Oumuamua,497.8696741854636,0.602583230289453,0.5839008655395115,-3.1003791361680304
1I_Oumuamua,498.49624060150376,0.6215818071134372,0.6021987327168841,-3.1183464790525592
1I_Oumuamua,499.1228070175439,0.6405503959939507,0.6204712421382081,-3.1346719916682666
1I_Oumuamua,499.749373433584,0.6594502982543208,0.6386822853828722,-3.149291603389226
1I_Oumuamua,500.3759398496241,0.6782418592606562,0.6567948482898798,-3.162147938517915
1I_Oumuamua,501.0025062656641,0.6968845980719314,0.67477112192102,-3.173190541460187
1I_Oumuamua,501.62907268170426,0.7153373449582026,0.6925726204385594,-3.182376074741806
1I_Oumuamua,502.2556390977444,0.733558386190616,0.710160305497221,-3.1896684890894256
1I_Oumuamua,502.88220551378447,0.7515056154396245,0.7274947166998418,-3.195039164908503
1I_Oumuamua,503.50877192982455,0.7691366910539581,0.7445361076164753,-3.198467024602917
1I_Oumuamua,504.1353383458646,0.7864091984331361,0.7612445868182385,-3.199938615295485
1I_Oumuamua,504.7619047619048,0.8032808166512984,0.7775802633302644,-3.199448161624721
1I_Oumuamua,505.3884711779449,0.8197094884404165,0.793503395863003,-3.1969975884106527
1I_Oumuamua,506.01503759398497,0.8356535925971937,0.8089745451383348,-3.1925965131007343
1I_Oumuamua,506.64160401002505,0.8510721178405903,0.8239547285867934,-3.186262208025487
1I_Oumuamua,507.2681704260651,0.8659248371164856,0.8384055766551848,-3.178019532612026
1I_Oumuamua,507.89473684210526,0.8801724813228958,0.8522894899303971,-3.16790083582148
1I_Oumuamua,508.5213032581454,0.8937769114137095,0.8655697962556566,-3.1559458291932163
1I_Oumuamua,509.1478696741855,0.9067012878314632,0.878210906990381,-3.1422014309941013
1I_Oumuamua,509.7744360902256,0.9189102362203556,0.8901784715444705,-3.1267215820844494
1I_Oumuamua,510.4010025062656,0.93037000837971,0.9014395293028338,-3.109567034223315
1I_Oumuamua,511.02756892230576,0.941048637435466,0.911962658046555,-3.0908051116439257
1I_Oumuamua,511.6541353383459,0.9509160862329412,0.9217181179736852,-3.0705094468349845
1I_Oumuamua,512.280701754386,0.9599443879880274,0.9306779904256104,-3.0487596915647712
1I_Oumuamua,512.907268170426,0.9681077782758772,0.9388163104345018,-3.0256412042821528
1I_Oumuamua,513.5338345864661,0.9753828174858056,0.9461091922238112,-3.0012447151213384
1I_Oumuamua,514.1604010025062,0.981748502928186,0.952534946817285,-2.9756659698250623
1I_Oumuamua,514.7869674185464,0.9871863698431064,0.9580741909426364,-2.949005353983658
1I_Oumuamua,515.4135338345865,0.9916805806310108,0.9627099464539196,-2.9213674990647487
1I_Oumuamua,516.0401002506266,0.9952180017018976,0.9664277295417564,-2.892860871779639
1I_Oumuamua,516.6666666666666,0.9977882674211946,0.9692156290526942,-2.863597348398078
1I_Oumuamua,517.2932330827068,0.9993838307165848,0.9710643732980736,-2.8336917756819333
1I_Oumuamua,517.9197994987469,1.0,0.97196738479839,-2.8032615201609947
1I_Oumuamua,518.546365914787,0.999634962151984,0.9719208224810226,-2.772426007519717
1I_Oumuamua,519.172932330827,0.9982897914108252,0.9709236109268078,-2.7413062539027173
1I_Oumuamua,519.7994987468671,0.995968444105475,0.9689774563437688,-2.710024390978373
1I_Oumuamua,520.4260651629072,0.9926777392683924,0.9660868490336983,-2.678703186624476
1I_Oumuamua,521.0526315789474,0.988427325261272,0.9622590522085412,-2.647465563117024
1I_Oumuamua,521.6791979949875,0.9832296326422686,0.957504077107848,-2.616434114713108
1I_Oumuamua,522.3057644110276,0.9770998135969426,0.9518346444650864,-2.585730626521061
1I_Oumuamua,522.9323308270676,0.9700556683459818,0.9452661324684868,-2.5554755965462363
1I_Oumuamua,523.5588972431078,0.9621175590299044,0.9378165114602918,-2.525787762788071
1I_Oumuamua,524.1854636591479,0.9533083116537904,0.929506265715927,-2.496783637244455
1I_Oumuamua,524.812030075188,0.9436531067527822,0.9203583027405902,-2.4685770486521426
1I_Oumuamua,525.438596491228,0.933179359511172,0.9103978506142162,-2.4412786957578647
1I_Oumuamua,526.0651629072681,0.9219165901335374,0.8996523440055448,-2.4149957128732877
1I_Oumuamua,526.6917293233082,0.909896285325295,0.8881512995612898,-2.3898312494188447
1I_Oumuamua,527.3182957393484,0.8971517517916165,0.8759261814561543,-2.3658840651065574
1I_Oumuamua,527.9448621553885,0.8837179627075887,0.8630102579628246,-2.343248142350595
1I_Oumuamua,528.5714285714286,0.8696313981484326,0.8494384499672165,-2.3220123174266343
1I_Oumuamua,529.1979949874686,0.854929880496468,0.8352471724125758,-2.3022599318276478
1I_Oumuamua,529.8245614035088,0.8396524058609325,0.8204741697056405,-2.2840685051843237
1I_Oumuamua,530.4511278195489,0.8238389725579573,0.8051583461586735,-2.267509431033824
1I_Oumuamua,531.077694235589,0.8075304077007631,0.7893395925720986,-2.252647696630792
1I_Oumuamua,531.704260651629,0.7907681929448285,0.7730586100836341,-2.2395416279002944
1I_Oumuamua,532.3308270676691,0.7735942904192786,0.7563567324207039,-2.2282426605336183
1I_Oumuamua,532.9573934837092,0.7560509698546268,0.7392757476937435,-2.218795138125267
1I_Oumuamua,533.5839598997494,0.7381806378883795,0.7218577208586142,-2.2112361381433945
